Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
Pulickal Ayurveda Pharmacy,,Pharmacies,Pharmacies,Ernakulam,"QGRG+JFJ Lords Hotel, MARKET RD, Njeezhoor, Kerala 686612, India",9.7915794,76.5261289,https://www.google.com/maps/place/Pulickal+Ayurveda+Pharmacy/data=!4m7!3m6!1s0x3b07d7f3115d9a2b:0x9784fa26ff8ca97d!8m2!3d9.7915794!4d76.5261289!16s%2Fg%2F11kp5cjdrm!19sChIJK5pdEfPXBzsRfamM_yb6hJc?authuser=0&hl=en&rclk=1
Ratnakara Family Restaurant,+919947577246,Restaurant,Restaurant,Kozhikode,"West Hill, Kozhikode, Kerala 673005, India",11.2854371,75.7683438,https://www.google.com/maps/place/Ratnakara+Family+Restaurant/data=!4m7!3m6!1s0x3ba65f004e691bc7:0x1d1821a9668e2343!8m2!3d11.2854371!4d75.7683438!16s%2Fg%2F11wprpfps6!19sChIJxxtpTgBfpjsRQyOOZqkhGB0?authuser=0&hl=en&rclk=1
HOTEL AYYAPAS,+918547668858,Restaurant,Restaurant,Kozhikode,"6QMQ+PJ4, Kallai Rd, opposite Milma N B Hot And Cool, Near Kallai Railway Station, Kallai, Kozhikode, Kerala 673003, India",11.2342736,75.7890936,https://www.google.com/maps/place/HOTEL+AYYAPAS/data=!4m7!3m6!1s0x3ba659722f3203a1:0x3a017b85ac10bc23!8m2!3d11.2342736!4d75.7890936!16s%2Fg%2F11b5vv848v!19sChIJoQMyL3JZpjsRI7wQrIV7ATo?authuser=0&hl=en&rclk=1
cafe T code,,Coffee shop,Coffee shop,Kozhikode,"CRGJ+7M, 13, opp. Chembadichambalam, Nanminda, Kerala 673613, India",11.4257435,75.8315403,https://www.google.com/maps/place/cafe+T+code/data=!4m7!3m6!1s0x3ba66700630ae041:0x654ba2fbc35a557b!8m2!3d11.4257435!4d75.8315403!16s%2Fg%2F11xl_nrnyw!19sChIJQeAKYwBnpjsRe1Vaw_uiS2U?authuser=0&hl=en&rclk=1
നാഷണൽ മെഡിക്കൽ ലബോറട്ടറി,,Pharmacies,Pharmacies,Ernakulam,"VHR2+274, SH42, Thirumarady, Kerala 686662, India",9.8900007,76.5506929,https://www.google.com/maps/place/%E0%B4%A8%E0%B4%BE%E0%B4%B7%E0%B4%A3%E0%B5%BD+%E0%B4%AE%E0%B5%86%E0%B4%A1%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD+%E0%B4%B2%E0%B4%AC%E0%B5%8B%E0%B4%B1%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%B1%E0%B4%BF/data=!4m7!3m6!1s0x3b07dbfdb924189b:0x7d7ab8d9053077ae!8m2!3d9.8900007!4d76.5506929!16s%2Fg%2F11ld5_3yh7!19sChIJmxgkuf3bBzsRrncwBdm4en0?authuser=0&hl=en&rclk=1
MedPlus Piravom,+919037974273,Pharmacies,Pharmacies,Ernakulam,"Door Number-6/24, Rkg Complex, opp. Govt Hospital, Piravom, Kerala 686664, India",9.8741397,76.4945426,https://www.google.com/maps/place/MedPlus+Piravom/data=!4m7!3m6!1s0x3b0873be15ff6bbb:0x3391089f5ddf197b!8m2!3d9.8741397!4d76.4945426!16s%2Fg%2F11m6f90_v4!19sChIJu2v_Fb5zCDsRexnfXZ8IkTM?authuser=0&hl=en&rclk=1
Padikaparambil Medicals,+918281762310,Pharmacies,Pharmacies,Ernakulam,"Old Market Rd, near Private Bus Stand, Private Bus Stand, Piravom, Kerala 686664, India",9.8747997,76.4882629,https://www.google.com/maps/place/Padikaparambil+Medicals/data=!4m7!3m6!1s0x3b07d8c2f86ea987:0x5d8e6eb7ece2466!8m2!3d9.8747997!4d76.4882629!16s%2Fg%2F1tf41cx8!19sChIJh6lu-MLYBzsRZiTOfuvm2AU?authuser=0&hl=en&rclk=1
Chalasseril medicare,+918590513075,Pharmacies,Pharmacies,Ernakulam,"VFHM+9C3, Arakkunnam - Piravom Rd, Devipady, Pazhoor, Kerala 686664, India",9.8783855,76.4835408,https://www.google.com/maps/place/Chalasseril+medicare/data=!4m7!3m6!1s0x3b07d8c6c937439f:0x5f01ab4328e8350a!8m2!3d9.8783855!4d76.4835408!16s%2Fg%2F11b6s22fqn!19sChIJn0M3ycbYBzsRCjXoKEOrAV8?authuser=0&hl=en&rclk=1
Apollo Pharmacy Piravom,+914852993125,Pharmacies,Pharmacies,Ernakulam,"189, Ernakulam Rd, near Bank Of Baroda, Choornikkara, Piravom, Pazhoor, Kerala 686664, India",9.878112,76.4845007,https://www.google.com/maps/place/Apollo+Pharmacy+Piravom/data=!4m7!3m6!1s0x3b080f262ac26ab1:0x41632a4f40705355!8m2!3d9.878112!4d76.4845007!16s%2Fg%2F11twtlcrk4!19sChIJsWrCKiYPCDsRVVNwQE8qY0E?authuser=0&hl=en&rclk=1
M.J Medicals,+919562315875,Pharmacies,Pharmacies,Ernakulam,"Kottamangalam Buildings, Aanamunthi Maneed - Piravom Road, Jn, opp. Panchayath Office, Maneed, Kerala 686664, India",9.905588,76.457683,https://www.google.com/maps/place/M.J+Medicals/data=!4m7!3m6!1s0x3b07dfa05e51878b:0x5d803bafe8493bee!8m2!3d9.905588!4d76.457683!16s%2Fg%2F11jj7thb2c!19sChIJi4dRXqDfBzsR7jtJ6K87gF0?authuser=0&hl=en&rclk=1
Cort,,Pharmacies,Pharmacies,Ernakulam,"VFFR+6QV, New Bazaar To Cheriya Pally Rd, Piravom, Kerala 686664, India",9.8731101,76.4919094,https://www.google.com/maps/place/Cort/data=!4m7!3m6!1s0x3b07d8dd59723ca3:0x1f7629d6dedc5508!8m2!3d9.8731101!4d76.4919094!16s%2Fg%2F11c6ldxdm2!19sChIJozxyWd3YBzsRCFXc3tYpdh8?authuser=0&hl=en&rclk=1
Varambinakath Medicals,+914852244996,Pharmacies,Pharmacies,Ernakulam,"VFGQ+H25, Old Market Rd, Pallikavala, Piravom, Kerala 686664, India",9.8763975,76.4876119,https://www.google.com/maps/place/Varambinakath+Medicals/data=!4m7!3m6!1s0x3b07d8c3ae77e1b7:0x554c1c7f3c814148!8m2!3d9.8763975!4d76.4876119!16s%2Fg%2F1ptzmtzmh!19sChIJt-F3rsPYBzsRSEGBPH8cTFU?authuser=0&hl=en&rclk=1
live appakkada,+918589856247,Cafe,Cafe,Kozhikode,"shop number 14/135 pokkar, haji bulding, cheekilod road, Nanminda, Kerala 673613, India",11.4212352,75.8312053,https://www.google.com/maps/place/live+appakkada/data=!4m7!3m6!1s0x3ba66708049906c9:0x9247c70e1f5e4dec!8m2!3d11.4212352!4d75.8312053!16s%2Fg%2F11stlkw4qy!19sChIJyQaZBAhnpjsR7E1eHw7HR5I?authuser=0&hl=en&rclk=1
Cafe Luuma Balussery,+919048388387,Coffee shop,Coffee shop,Kozhikode,"CRXH+34G red sea mall, Balussery, Kerala 673612, India",11.4476364,75.8278117,https://www.google.com/maps/place/Cafe+Luuma+Balussery/data=!4m7!3m6!1s0x3ba667bb279532cf:0x7e1f7396dbe3fa7e!8m2!3d11.4476364!4d75.8278117!16s%2Fg%2F11tjxtmdwc!19sChIJzzKVJ7tnpjsRfvrj25ZzH34?authuser=0&hl=en&rclk=1
Karimbana Tea shop,,Cafe,Cafe,Kozhikode,"HHHW+VC4, Kottakkadav, Near, Railway Gate, Vatakara, Kerala 673105, India",11.585744,75.592674,https://www.google.com/maps/place/Karimbana+Tea+shop/data=!4m7!3m6!1s0x3ba685ef6a198781:0x79308af06be13222!8m2!3d11.585744!4d75.592674!16s%2Fg%2F11sn_7nmjn!19sChIJgYcZau-FpjsRIjLha_CKMHk?authuser=0&hl=en&rclk=1
THE PIRAVOM SERVICE CO OPERATIVE SOCIETY LTD NO E 83 NEETHI MEDICALS,+919446842484,Pharmacies,Pharmacies,Ernakulam,"GOVT.HOSPTAL, MUVATUPUZHA ROAD, Piravom, Kerala 686664, India",9.8738988,76.4951979,https://www.google.com/maps/place/THE+PIRAVOM+SERVICE+CO+OPERATIVE+SOCIETY+LTD+NO+E+83+NEETHI+MEDICALS/data=!4m7!3m6!1s0x3b07d94387f43729:0xcdb285f46eefd6da!8m2!3d9.8738988!4d76.4951979!16s%2Fg%2F11xg7dvjl4!19sChIJKTf0h0PZBzsR2tbvbvSFss0?authuser=0&hl=en&rclk=1
Karuna Medicals,+919809339669,Pharmacies,Pharmacies,Ernakulam,"IV /16J, Vattakattil Arcade, opp. Govt. Hospital, Piravom, Kerala 686664, India",9.8742765,76.4947124,https://www.google.com/maps/place/Karuna+Medicals/data=!4m7!3m6!1s0x3b07d989bc2cb33b:0x3e4c31da392573d4!8m2!3d9.8742765!4d76.4947124!16s%2Fg%2F11g1mwdd98!19sChIJO7MsvInZBzsR1HMlOdoxTD4?authuser=0&hl=en&rclk=1
TEA ZONE Vadakara,,Coffee shop,Coffee shop,Kozhikode,"HHVV+VHV, New Bus Stand- Park Rd, Edodi, Vatakara, Kerala 673101, India",11.5947404,75.5939275,https://www.google.com/maps/place/TEA+ZONE+Vadakara/data=!4m7!3m6!1s0x3ba685e216608677:0x1fbe1ef4103edc13!8m2!3d11.5947404!4d75.5939275!16s%2Fg%2F11sfdl71wp!19sChIJd4ZgFuKFpjsRE9w-EPQevh8?authuser=0&hl=en&rclk=1
Kumbalamthadathil Medicals,+914852244693,Pharmacies,Pharmacies,Ernakulam,"VFFQ+Q6V, Old Market Rd, opposite Piravom Private Bus Stand, Private Bus Stand, Piravom, Kerala 686664, India",9.8744898,76.4880535,https://www.google.com/maps/place/Kumbalamthadathil+Medicals/data=!4m7!3m6!1s0x3b07d8c2588f6835:0xd050e47e6d29e9e3!8m2!3d9.8744898!4d76.4880535!16s%2Fg%2F1ptvt8gbg!19sChIJNWiPWMLYBzsR4-kpbX7kUNA?authuser=0&hl=en&rclk=1
Kottakkal Arya Vaidya Sala,+919188074036,Pharmacies,Pharmacies,Ernakulam,"Panchayat Shopping Complex, Old, near KSRTC Busstand, Kerala 686664, India",9.8728195,76.4873693,https://www.google.com/maps/place/Kottakkal+Arya+Vaidya+Sala/data=!4m7!3m6!1s0x3b07d8e9d98ea297:0x983f81e8c956836d!8m2!3d9.8728195!4d76.4873693!16s%2Fg%2F11by_fhrdv!19sChIJl6KO2enYBzsRbYNWyeiBP5g?authuser=0&hl=en&rclk=1
St Mary's Medicals,+914852242947,Pharmacies,Pharmacies,Ernakulam,"VFGQ+349, Main Road, Pvt Bus Stand, Pallikavala, Piravom, Kerala 686664, India",9.8751653,76.4878574,https://www.google.com/maps/place/St+Mary%27s+Medicals/data=!4m7!3m6!1s0x3b07d8c256995761:0xb72fcf0b3ae2efa!8m2!3d9.8751653!4d76.4878574!16s%2Fg%2F1pt_s7r7d!19sChIJYVeZVsLYBzsR-i6us_D8cgs?authuser=0&hl=en&rclk=1
Jan Aushadhi Store,+918022264021,Pharmacies,Pharmacies,Ernakulam,"near Police Station, Angady, Kothamangalam, Kerala 686691, India",10.0647846,76.6248959,https://www.google.com/maps/place/Jan+Aushadhi+Store/data=!4m7!3m6!1s0x3b07e60e22815f59:0x3103a3c4a85c3901!8m2!3d10.0647846!4d76.6248959!16s%2Fg%2F11hd8mmy_8!19sChIJWV-BIg7mBzsRATlcqMSjAzE?authuser=0&hl=en&rclk=1
Anna Bhavan Veg Restaurant,+919747039777,Vegetarian restaurant,Vegetarian restaurant,Kozhikode,"FWVX+22P, Mahatma Gandhi Rd, Santhi Nagar, Pulimoodu, Thiruvananthapuram, Kerala 695001, India",8.4924883,76.9475368,https://www.google.com/maps/place/Anna+Bhavan+Veg+Restaurant/data=!4m7!3m6!1s0x3b05bb4223af13bd:0x3695bf8a329603c4!8m2!3d8.4924883!4d76.9475368!16s%2Fg%2F11tc059ks6!19sChIJvROvI0K7BTsRxAOWMoq_lTY?authuser=0&hl=en&rclk=1
Medicare Medicines,+919847242430,Pharmacies,Pharmacies,Ernakulam,"VFM5+3F8, Arakkunnam - Piravom Rd, Peppathy, Kochi, Peppathy, Kerala 686664, India",9.8826631,76.4586937,https://www.google.com/maps/place/Medicare+Medicines/data=!4m7!3m6!1s0x3b07d8a87fb1562b:0xc7836228a5326165!8m2!3d9.8826631!4d76.4586937!16s%2Fg%2F1ptx9k7wv!19sChIJK1axf6jYBzsRZWEypShig8c?authuser=0&hl=en&rclk=1
AVS Medicals,+916282759270,Pharmacies,Pharmacies,Ernakulam,"opp. Taluk Hospital, Piravom, Kerala 686664, India",9.8742234,76.4951243,https://www.google.com/maps/place/AVS+Medicals/data=!4m7!3m6!1s0x3b07d982ed9816d5:0x20b861b4a406eddf!8m2!3d9.8742234!4d76.4951243!16s%2Fg%2F11n424m9y0!19sChIJ1RaY7YLZBzsR3-0GpLRhuCA?authuser=0&hl=en&rclk=1
MJ MEDICALS,,Pharmacies,Pharmacies,Ernakulam,"VC8P+RX7, Edakkattuvayal, Piravom, Kerala 682313, India",9.8670368,76.4374308,https://www.google.com/maps/place/MJ+MEDICALS/data=!4m7!3m6!1s0x3b0877aca384abe3:0x5922bf435d5f96ae!8m2!3d9.8670368!4d76.4374308!16s%2Fg%2F11q26422ns!19sChIJ46uEo6x3CDsRrpZfXUO_Ilk?authuser=0&hl=en&rclk=1
Sreejo Medicals,+914852244116,Pharmacies,Pharmacies,Ernakulam,"VFFW+M3J, Piravom, Kerala 686664, India",9.8742178,76.495148,https://www.google.com/maps/place/Sreejo+Medicals/data=!4m7!3m6!1s0x3b07d8dd95a93dcf:0x9bc771e387b7ce7a!8m2!3d9.8742178!4d76.495148!16s%2Fg%2F11c48s9ffx!19sChIJzz2pld3YBzsRes63h-Nxx5s?authuser=0&hl=en&rclk=1
Elanjimattathil E Life Medical Supermarket,+916238769138,Pharmacies,Pharmacies,Ernakulam,"Devipady, Devipadi, Piravom, Pazhoor, Kerala 686664, India",9.87867,76.4833205,https://www.google.com/maps/place/Elanjimattathil+E+Life+Medical+Supermarket/data=!4m7!3m6!1s0x3b07d9b9852c03e7:0x6128b4a6a20a562c!8m2!3d9.87867!4d76.4833205!16s%2Fg%2F11w2fwcnlt!19sChIJ5wMshbnZBzsRLFYKoqa0KGE?authuser=0&hl=en&rclk=1
PIRAVAM RURAL CB LTD1092,+919847220891,Pharmacies,Pharmacies,Ernakulam,"KURIYIL BUILDING, NA, Piravom Private Bus Stand Rd, Piravom, Kerala 686664, India",9.8742897,76.4884003,https://www.google.com/maps/place/PIRAVAM+RURAL+CB+LTD1092/data=!4m7!3m6!1s0x3b07d975715961d9:0xa53fafc61041b945!8m2!3d9.8742897!4d76.4884003!16s%2Fg%2F11xfl69cg_!19sChIJ2WFZcXXZBzsRRblBEMavP6U?authuser=0&hl=en&rclk=1
Leo Medicals,+914852242368,Pharmacies,Pharmacies,Ernakulam,"Cherupushpam Building, Market Road, Piravom, Kerala 686664, India",9.8730584,76.4875685,https://www.google.com/maps/place/Leo+Medicals/data=!4m7!3m6!1s0x3b07d8c26071e4bf:0xe895efc406e88357!8m2!3d9.8730584!4d76.4875685!16s%2Fg%2F1ptwh8t91!19sChIJv-RxYMLYBzsRV4PoBsTvleg?authuser=0&hl=en&rclk=1
Life Care,+919544288763,Pharmacies,Pharmacies,Ernakulam,"VFFV+82M, New Bazaar To Cheriya Pally Rd, Piravom, Kerala 686664, India",9.8733481,76.4925431,https://www.google.com/maps/place/Life+Care/data=!4m7!3m6!1s0x3b07d8dd6793dd97:0xfbf783ca23c09899!8m2!3d9.8733481!4d76.4925431!16s%2Fg%2F11c0w0yzgc!19sChIJl92TZ93YBzsRmZjAI8qD9_s?authuser=0&hl=en&rclk=1
Vadath Medicals,+918547544748,Pharmacies,Pharmacies,Ernakulam,"WGCC+69R, Pampakuda, Kerala 686667, India",9.9206051,76.5208955,https://www.google.com/maps/place/Vadath+Medicals/data=!4m7!3m6!1s0x3b07deebcc412059:0xea1647a6ee8f90d1!8m2!3d9.9206051!4d76.5208955!16s%2Fg%2F11cpc1d1wn!19sChIJWSBBzOveBzsR0ZCP7qZHFuo?authuser=0&hl=en&rclk=1
CANDLE 79 CAFE,+919048424533,Cafe,Cafe,Kozhikode,"HHWV+VP7, Edodi, Vatakara, Kerala 673101, India",11.5972654,75.5942114,https://www.google.com/maps/place/CANDLE+79+CAFE/data=!4m7!3m6!1s0x3ba6856d3338b50f:0x85244c2d8c89c6ea!8m2!3d11.5972654!4d75.5942114!16s%2Fg%2F11ny3_5rmh!19sChIJD7U4M22FpjsR6saJjC1MJIU?authuser=0&hl=en&rclk=1
Beauty Cafe,+919446100998,Restaurant,Restaurant,Kozhikode,"505/E, Koorachunde, Kanthalad, Kerala 673527, India",11.5383494,75.8454929,https://www.google.com/maps/place/Beauty+Cafe/data=!4m7!3m6!1s0x3ba67b2cd7296173:0x6610cadd2d8a5541!8m2!3d11.5383494!4d75.8454929!16s%2Fg%2F11bx0hxy_3!19sChIJc2Ep1yx7pjsRQVWKLd3KEGY?authuser=0&hl=en&rclk=1
Koobshay cafe,+919846888336,Coffee shop,Coffee shop,Kozhikode,"Payyoli, Kizhur, Kerala 673522, India",11.5201379,75.6292833,https://www.google.com/maps/place/Koobshay+cafe/data=!4m7!3m6!1s0x3ba68900520a9f55:0xfb3f5a94cb20b036!8m2!3d11.5201379!4d75.6292833!16s%2Fg%2F11x6y0vc0z!19sChIJVZ8KUgCJpjsRNrAgy5RaP_s?authuser=0&hl=en&rclk=1
Punnachuvattil Medicals,+919446745950,Pharmacies,Pharmacies,Ernakulam,"Pandipillil building, Muvattupuzha - Piravom Road, near SNDP Hall, Pampakuda, Kerala 686667, India",9.921272,76.520706,https://www.google.com/maps/place/Punnachuvattil+Medicals/data=!4m7!3m6!1s0x3b07deebc53ff1eb:0x62b15bd8e8e0884d!8m2!3d9.921272!4d76.520706!16s%2Fg%2F11c1r67cd9!19sChIJ6_E_xeveBzsRTYjg6NhbsWI?authuser=0&hl=en&rclk=1
ഹരിത ഫാർമസ്യൂട്ടിക്കൽസ്,+919895213202,Pharmacies,Pharmacies,Ernakulam,"VFM5+458, Arakkunnam - Piravom Rd, Peppathy, Kerala 686664, India",9.8827893,76.4579665,https://www.google.com/maps/place/%E0%B4%B9%E0%B4%B0%E0%B4%BF%E0%B4%A4+%E0%B4%AB%E0%B4%BE%E0%B5%BC%E0%B4%AE%E0%B4%B8%E0%B5%8D%E0%B4%AF%E0%B5%82%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%BD%E0%B4%B8%E0%B5%8D/data=!4m7!3m6!1s0x3b07d8a873a5bccb:0x6c86854e36d4064b!8m2!3d9.8827893!4d76.4579665!16s%2Fg%2F11vr_gb522!19sChIJy7ylc6jYBzsRSwbUNk6Fhmw?authuser=0&hl=en&rclk=1
VKP GRAND MEDICALS,+918281087848,Pharmacies,Pharmacies,Ernakulam,"VCPM+PPG, Arakkunnam - Piravom Rd, Arakkunnam, Kerala 682313, India",9.8868031,76.4343231,https://www.google.com/maps/place/VKP+GRAND+MEDICALS/data=!4m7!3m6!1s0x3b08760ca0a1345b:0xe78d257d8783dfc!8m2!3d9.8868031!4d76.4343231!16s%2Fg%2F11vl9f_yx7!19sChIJWzShoAx2CDsR_D142FfSeA4?authuser=0&hl=en&rclk=1
Supplyco Medical Store,+914852272900,Pharmacies,Pharmacies,Ernakulam,"WGCC+2FX, Pampakuda, Kerala 686667, India",9.9201126,76.5212305,https://www.google.com/maps/place/Supplyco+Medical+Store/data=!4m7!3m6!1s0x3b07deea35c7de1b:0xed876dfbb9e93deb!8m2!3d9.9201126!4d76.5212305!16s%2Fg%2F11c20bh74k!19sChIJG97HNereBzsR6z3puftth-0?authuser=0&hl=en&rclk=1
Corniche cafe,,Coffee shop,Coffee shop,Kozhikode,"HHCQ+79J, Sand Banks Rd, Vatakara, Kerala 673103, India",11.570722,75.5883852,https://www.google.com/maps/place/Corniche+cafe/data=!4m7!3m6!1s0x3ba68504ae301cab:0x513eb341ab2ecc8a!8m2!3d11.570722!4d75.5883852!16s%2Fg%2F11rzrtvns7!19sChIJqxwwrgSFpjsRiswuq0GzPlE?authuser=0&hl=en&rclk=1
Chettiyamkunnel Homeo Home,,Pharmacies,Pharmacies,Ernakulam,"VFFM+6XH, Piravom, Kerala 686664, India",9.8730669,76.4849928,https://www.google.com/maps/place/Chettiyamkunnel+Homeo+Home/data=!4m7!3m6!1s0x3b07d8c1f9a53057:0x4b83ed61c94a6496!8m2!3d9.8730669!4d76.4849928!16s%2Fg%2F11f08fxbkb!19sChIJVzCl-cHYBzsRlmRKyWHtg0s?authuser=0&hl=en&rclk=1
"JMP Medical Centre, Piravom",+914852241274,Pharmacies,Pharmacies,Ernakulam,"Post, Kakkad, Piravom, Kerala 686664, India",9.8823879,76.488579,"https://www.google.com/maps/place/JMP+Medical+Centre,+Piravom/data=!4m7!3m6!1s0x3b07d8c574635a8b:0x90e5e742652505ee!8m2!3d9.8823879!4d76.488579!16s%2Fg%2F1t_hxd_0!19sChIJi1pjdMXYBzsR7gUlZULn5ZA?authuser=0&hl=en&rclk=1"
HILLY CAFE,,Coffee shop,Coffee shop,Kozhikode,"GV86+423, Vayalada Viewpoint Rd, Kerala 673574, India",11.5152729,75.860035,https://www.google.com/maps/place/HILLY+CAFE/data=!4m7!3m6!1s0x3ba665001fbb73e1:0xcd47ee50e79af47!8m2!3d11.5152729!4d75.860035!16s%2Fg%2F11mdb28pv2!19sChIJ4XO7HwBlpjsRR695DuV-1Aw?authuser=0&hl=en&rclk=1
Salamsallu,+919745224126,Coffee shop,Coffee shop,Kozhikode,"Thurassery Palam - Kaippurath Paradevatha Temple Rd, Thrasheri Kadavu, Kerala 673522, India",11.5344708,75.6364059,https://www.google.com/maps/place/Salamsallu/data=!4m7!3m6!1s0x3ba687282267ced9:0x6018925e3f8d819!8m2!3d11.5344708!4d75.6364059!16s%2Fg%2F11y8c9n1h8!19sChIJ2c5nIiiHpjsRGdj44yWJAQY?authuser=0&hl=en&rclk=1
"St Mary's Ayurvedic Clinic and Vaidyaratnam Pharmacy, Vattappara Junction",,Pharmacies,Pharmacies,Ernakulam,"St Mary's Ayurvedic Clinic, Vattapara Juncion, Veliyanadu Road kaippattoor, Piravom, Kerala 682313, India",9.8543252,76.4471464,"https://www.google.com/maps/place/St+Mary%27s+Ayurvedic+Clinic+and+Vaidyaratnam+Pharmacy,+Vattappara+Junction/data=!4m7!3m6!1s0x3b0877edfc18da09:0xe54c66cfaf19361d!8m2!3d9.8543252!4d76.4471464!16s%2Fg%2F11ty6_v3w6!19sChIJCdoY_O13CDsRHTYZr89mTOU?authuser=0&hl=en&rclk=1"
Generic Pulse Pvt Ltd.,+917736281077,Pharmacies,Pharmacies,Ernakulam,"1st Floor, St. Jude complex, VII/552, near Post Office, Arakkunnam, Kerala 682313, India",9.8865189,76.4299805,https://www.google.com/maps/place/Generic+Pulse+Pvt+Ltd./data=!4m7!3m6!1s0x3b08775ff70464b9:0x9097b3d6fe1bfdc9!8m2!3d9.8865189!4d76.4299805!16s%2Fg%2F11mdxl1l4t!19sChIJuWQE9193CDsRyf0b_tazl5A?authuser=0&hl=en&rclk=1
MOKAYI THATTUKADA,,Restaurant,Restaurant,Kozhikode,"FW42+R8M, Unnikulam, Kerala 673574, India",11.4579114,75.9002168,https://www.google.com/maps/place/MOKAYI+THATTUKADA/data=!4m7!3m6!1s0x3ba66f00369cacd3:0xe19e0f0251ad3af1!8m2!3d11.4579114!4d75.9002168!16s%2Fg%2F11yrx7x7hw!19sChIJ06ycNgBvpjsR8TqtUQIPnuE?authuser=0&hl=en&rclk=1
MS CHEMICALS MULAKULLAM,,Pharmacies,Pharmacies,Ernakulam,"RFVQ+R43, Kaduthuruthy Rd, Velloor, Kerala 686610, India",9.8445064,76.4877921,https://www.google.com/maps/place/MS+CHEMICALS+MULAKULLAM/data=!4m7!3m6!1s0x3b07d86e2e1e9123:0x11b4bee165e1e8bc!8m2!3d9.8445064!4d76.4877921!16s%2Fg%2F11dxndqtbt!19sChIJI5EeLm7YBzsRvOjhZeG-tBE?authuser=0&hl=en&rclk=1
Thekkumkudiyil Medicals,,Pharmacies,Pharmacies,Ernakulam,"WG9C+R8H, Pampakuda, Kerala 686667, India",9.9195713,76.5208456,https://www.google.com/maps/place/Thekkumkudiyil+Medicals/data=!4m7!3m6!1s0x3b07deea3a5c0289:0x71aaf4858f63f5f7!8m2!3d9.9195713!4d76.5208456!16s%2Fg%2F11fyx7bs4b!19sChIJiQJcOureBzsR9_Vjj4X0qnE?authuser=0&hl=en&rclk=1
GEETHA MEDICALS,+919895404546,Pharmacies,Pharmacies,Ernakulam,"KAVALANGAD PANCHAYATH BUILDING, NA, Munnar - Aluva Rd, Neriamangalam, Kerala 686693, India",10.0537181,76.7741835,https://www.google.com/maps/place/GEETHA+MEDICALS/data=!4m7!3m6!1s0x3b07eba15554d31f:0x81a03526128258a3!8m2!3d10.0537181!4d76.7741835!16s%2Fg%2F11c0xvp3m6!19sChIJH9NUVaHrBzsRo1iCEiY1oIE?authuser=0&hl=en&rclk=1
Daya Pharmacy,+917561061794,Pharmacies,Pharmacies,Ernakulam,"Vattappara Building, 3 233/ E, Muvattupuzha Road, Oonukal, Koovalloor, Kerala 686671, India",10.0333303,76.7024262,https://www.google.com/maps/place/Daya+Pharmacy/data=!4m7!3m6!1s0x3b07e9ef691e7ef3:0xcd525fd1ae73ebd9!8m2!3d10.0333303!4d76.7024262!16s%2Fg%2F11syr1wwd8!19sChIJ834eae_pBzsR2etzrtFfUs0?authuser=0&hl=en&rclk=1
manalumparayil medicals,+919495254750,Pharmacies,Pharmacies,Ernakulam,"Kochi - Madurai - Dhanushkodi Rd, Nellimattom, Kerala 686693, India",10.0582574,76.6825223,https://www.google.com/maps/place/manalumparayil+medicals/data=!4m7!3m6!1s0x3b07e8de88448a65:0xdc0040f67c4b74f8!8m2!3d10.0582574!4d76.6825223!16s%2Fg%2F11cpfkj1rf!19sChIJZYpEiN7oBzsR-HRLfPZAANw?authuser=0&hl=en&rclk=1
Valethu Medicals,+919946275396,Pharmacies,Pharmacies,Ernakulam,"3M5M+824, Nellimattom, Kerala 686693, India",10.0582738,76.6825801,https://www.google.com/maps/place/Valethu+Medicals/data=!4m7!3m6!1s0x3b07e8de88ff5eb3:0x5cd06873f6803c9!8m2!3d10.0582738!4d76.6825801!16s%2Fg%2F11c4m79jk0!19sChIJs17_iN7oBzsRyQNoP4cGzQU?authuser=0&hl=en&rclk=1
Sabu Medicals,+919526801819,Pharmacies,Pharmacies,Ernakulam,"OONNUKAL, Oonukal, Kerala 686693, India",10.0499833,76.7172724,https://www.google.com/maps/place/Sabu+Medicals/data=!4m7!3m6!1s0x3b07e96ebcffea81:0x733f6d16944d7b2d!8m2!3d10.0499833!4d76.7172724!16s%2Fg%2F11c4lns1sf!19sChIJger_vG7pBzsRLXtNlBZtP3M?authuser=0&hl=en&rclk=1
Grace Medicals,,Pharmacies,Pharmacies,Ernakulam,"3Q3F+MVC, Neriamangalam, Kerala 686693, India",10.0541819,76.774632,https://www.google.com/maps/place/Grace+Medicals/data=!4m7!3m6!1s0x3b07eba150445a47:0x92ce2bc3f4e0bc46!8m2!3d10.0541819!4d76.774632!16s%2Fg%2F11cp7m4gz5!19sChIJR1pEUKHrBzsRRrzg9MMrzpI?authuser=0&hl=en&rclk=1
